"codigo_viagem","cnpj.x","placa","autorizacao_viagem","data_inicio_viagem","data_fim_viagem","sentido_linha","latitude","longitude","pdop","numero_imei","in_transbordo","codigo_viagem_transbordo","razao_social","cnpj.y","servico_regular","servico_fretado","servico_semiurbano","data_validade_csv","validade_seguro","ano_fabricacao","categoria_veiculo","nr_assentos_categoria","nr_assentos"
3844017,55334262000184,"GIO8577",5577646,2021-09-02 12:44:05,2021-09-04 10:30:48,1,-23.5145645141602,-46.6503562927246,0,"354604080547079","Nao",NA,"EMPRESA DE TRANSPORTES ANDORINHA SA","55.334.262/0001-84","Sim","Sim","Nao",2022-08-26,2021-10-05,2015,"Executivo",42,42
3844023,65827131000192,"EUZ2710",5577429,2021-09-03 23:29:53,2021-09-04 12:53:57,1,-23.5257225036621,-46.5766448974609,0,"354119079828174","Nao",NA,"TRANSGUERRA TRANSPORTADORA TURISTICA LTDA","65.827.131/0001-92","Nao","Sim","Nao",2022-05-06,2023-06-20,2019,"Executivo",47,47
3844034,76299270000107,"AZV6929",5577213,2021-09-03 17:13:19,2021-09-04 03:40:40,1,-25.4302082061768,-49.280345916748,0,"352997103747615","Nao",NA,"NORDESTE TRANSPORTES LTDA","76.299.270/0001-07","Sim","Sim","Nao",2021-10-05,2022-07-14,2015,"Executivo",42,42
3929195,47202007000150,"CRK8189",5600326,2021-09-27 03:48:05,2021-09-28 00:29:59,1,-23.5231476,-46.6126556,2.1,"358229071451457","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2023-12-01,2023-06-08,2019,"Convencional",58,58
3929196,47202007000150,"CRK8189",5601781,2021-09-28 03:44:11,2021-09-29 00:40:37,1,-23.5173702,-46.627552,2.1,"358229071451457","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2023-12-01,2023-06-08,2019,"Convencional",58,58
3929197,47202007000150,"CRK8189",5602371,2021-09-29 03:36:11,2021-09-30 00:38:44,1,-23.5178528,-46.6261559,2.1,"358229071451457","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2023-12-01,2023-06-08,2019,"Convencional",58,58
3929198,47202007000150,"CRK8189",5603143,2021-09-30 03:38:49,2021-10-01 01:12:11,1,-23.5173492,-46.6275253,2.1,"358229071451457","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2023-12-01,2023-06-08,2019,"Convencional",58,58
3929201,47202007000150,"DAH6D59",5600272,2021-09-27 00:43:59,2021-09-27 19:58:39,1,-23.6174431,-46.6973228,2.1,"358222057501239","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2021-10-08,2023-06-08,2010,"Executivo",42,42
3929202,47202007000150,"DEU3800",5604044,2021-09-30 22:16:48,2021-10-02 09:27:34,1,-23.5178146,-46.6267433,2.1,"358222057381426","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2021-09-10,2023-06-08,2019,"Executivo",62,62
3929203,47202007000150,"DIM8981",5599114,2021-09-26 18:05:57,2021-09-27 09:38:46,1,-23.5174847,-46.6262779,2.1,"358222057117796","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2021-12-15,2023-06-08,2019,"Executivo",58,58
3929204,47202007000150,"DIM8981",5601563,2021-09-27 18:07:22,2021-09-28 09:44:46,1,-23.5182381,-46.6284027,2.1,"358222057117796","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2021-12-15,2023-06-08,2019,"Executivo",58,58
3929205,47202007000150,"DIM8981",5602196,2021-09-28 18:08:36,2021-09-29 10:08:34,1,-23.5175076,-46.627327,2.1,"358222057117796","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2021-12-15,2023-06-08,2019,"Executivo",58,58
3929206,47202007000150,"DIM8981",5602829,2021-09-29 18:08:20,2021-09-30 10:49:46,1,-23.5175991,-46.6302299,2.1,"358222057117796","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2021-12-15,2023-06-08,2019,"Executivo",58,58
3929207,47202007000150,"DIM8981",5603686,2021-09-30 18:23:31,2021-10-01 09:33:21,1,-23.5143356,-46.6255379,2.1,"358222057117796","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2021-12-15,2023-06-08,2019,"Executivo",58,58
3929210,47202007000150,"EKU3003",5601765,2021-09-28 00:48:25,2021-09-28 21:08:08,1,-23.6174564,-46.6975174,2.1,"358222057381152","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2022-01-27,2023-06-08,2018,"Executivo",63,63
3929211,47202007000150,"GGU9193",5600288,2021-09-27 00:43:19,2021-09-28 09:26:16,1,-23.5180035,-46.6264839,2.1,"358222058549914","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2021-10-20,2023-06-08,2019,"Executivo",47,47
3929213,47202007000150,"JHX2353",5599204,2021-09-26 21:09:45,2021-09-27 14:57:08,1,-23.5180149,-46.6261368,2.1,"358222057119818","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2023-07-28,2023-06-08,2009,"Executivo",42,42
3929214,47202007000150,"JHX2353",5603912,2021-09-30 22:44:51,2021-10-01 15:04:05,1,-23.5180855,-46.6264801,2.1,"358222057119818","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2023-07-28,2023-06-08,2009,"Executivo",42,42
3929236,72083769000121,"IWU1F02",5598216,2021-09-26 20:36:09,2021-09-30 23:26:37,1,-29.6734371185303,-50.7908935546875,0,"355555115264479","Nao",NA,"IMPACTUR VIAGENS E TURISMO LTDA","72.083.769/0001-21","Nao","Sim","Nao",2022-06-16,2021-10-05,2015,"Executivo",59,59
3929252,78586674000107,"BEK7B49",5595626,2021-09-27 15:33:34,2021-09-27 23:45:13,1,-23.523871,-46.678536,0,"353028105432250","Nao",NA,"VIACAO GARCIA LTDA","78.586.674/0001-07","Sim","Sim","Nao",2021-10-22,2022-02-27,2020,"Executivo",42,42
3929267,81159857000150,"BBS9028",5599777,2021-09-26 21:56:47,2021-09-27 10:15:39,1,-23.3024940490723,-50.0727119445801,0,"355514117715616","Nao",NA,"EMPRESA PRINCESA DO NORTE S/A","81.159.857/0001-50","Sim","Sim","Nao",2022-01-08,2021-10-30,2017,"Executivo",43,43
3929268,81159857000150,"BBS9A29",5599720,2021-09-26 22:14:25,2021-09-27 10:06:23,1,-23.1850891113281,-49.9835472106934,0,"355514117689415","Nao",NA,"EMPRESA PRINCESA DO NORTE S/A","81.159.857/0001-50","Sim","Sim","Nao",2022-01-11,2021-10-30,2017,"Executivo",43,43
3929283,91501866000131,"JBX4545",5599130,2021-09-26 20:38:51,2021-09-30 21:11:54,1,-29.6106986999512,-51.1641845703125,0,"351345012532721","Nao",NA,"AGENCIA DE VIAGENS E TURISMO KLEINTUR LTDA","91.501.866/0001-31","Nao","Sim","Nao",2022-07-26,2023-07-19,2016,"Executivo",53,53
3929285,91501866000131,"JBZ4F45",5602483,2021-09-29 03:17:30,2021-09-29 22:47:37,1,-29.6343441009521,-51.0106239318848,0,"351345015365194","Nao",NA,"AGENCIA DE VIAGENS E TURISMO KLEINTUR LTDA","91.501.866/0001-31","Nao","Sim","Nao",2021-10-15,2023-10-15,2019,"Executivo",51,51
3843808,3264460000115,"OOC2201",5575893,2021-09-02 20:35:30,2021-09-03 18:10:16,1,0,0,6,"356160086468321","Nao",NA,"BRASIL TURISMO E FRETAMENTO LTDA","03.264.460/0001-15","Nao","Sim","Nao",2022-05-13,2023-10-04,2014,"Executivo",48,48
3843810,3264460000115,"PRT8962",5577341,2021-09-02 01:27:14,2021-09-03 09:39:10,1,-16.6598787,-49.1963263,6,"356160086498120","Nao",NA,"BRASIL TURISMO E FRETAMENTO LTDA","03.264.460/0001-15","Nao","Sim","Nao",2023-03-18,2024-01-23,2018,"Executivo",61,61
3843838,4940867000188,"MLL2040",5579228,2021-09-03 17:20:28,2021-09-03 21:56:15,1,-26.868906,-49.0268478,4.35,"868926038708951","Nao",NA,"TURISBLU TURISMO LTDA - ME","04.940.867/0001-88","Nao","Sim","Nao",2021-10-09,2023-06-18,2013,"Executivo",55,55
3843859,7661783000101,"LUI3F43",5580650,2021-09-03 21:55:40,2021-09-04 15:43:01,1,-22.7907752990723,-43.3697662353516,0,"352234672563433","Nao",NA,"AGC RIO FRETAMENTO E TURISMO LTDA","07.661.783/0001-01","Nao","Sim","Nao",2023-11-16,2023-09-06,2019,"Executivo",48,48
3843864,9597616000166,"CPJ2387",5578277,2021-09-03 20:27:47,2021-09-04 16:45:50,1,-22.1474254,-51.4497172,1,"352869086728658","Nao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3843865,9597616000166,"EMZ1390",5578042,2021-09-04 01:09:37,2021-09-06 10:31:20,1,-22.2036996,-51.3531606,1,"352869086731199","Nao",NA,"HENRIQUE & OLIVEIRA TRANSPORTE LTDA","09.597.616/0001-66","Nao","Sim","Nao",2021-10-06,2023-06-28,2019,"Executivo",58,58
3843866,9597616000166,"QKD9777",5579678,2021-09-03 22:12:53,2021-09-04 23:12:01,1,-22.1391467,-51.3949483,1,"352869086731017","Nao",NA,"HENRIQUE & OLIVEIRA TRANSPORTE LTDA","09.597.616/0001-66","Nao","Sim","Nao",2023-10-25,2023-05-28,2015,"Executivo",60,60
3843878,13248388000196,"BAG2179",5578316,2021-09-03 00:28:52,2021-09-09 02:35:55,1,-21.31328919,-46.69342059,1.3,"f0e3ff4e654a9095","Nao",NA,"RAFAEL JOSE GODOI EIRELI - ME","13.248.388/0001-96","Nao","Sim","Nao",2022-08-18,2023-07-26,2015,"Executivo",19,19
3843912,20165944000126,"PLV2F92",5579320,2021-09-04 08:20:09,2021-09-05 15:39:31,1,-9.39988803863525,-38.2314071655273,0,"353595112842739","Nao",NA,"LUCIANO GRANJA DE SOUZA EIRELI","20.165.944/0001-26","Nao","Sim","Nao",2021-11-20,2024-01-19,2019,"Executivo",16,16
3843946,32285454000142,"EMU6475",5576972,2021-09-04 08:00:22,2021-09-04 18:30:37,1,-9.6645565032959,-35.7093315124512,0,"352997102118040","Nao",NA,"VIACAO SALUTARIS E TURISMO SA","32.285.454/0001-42","Sim","Sim","Nao",2022-08-25,2022-08-07,2011,"Executivo",42,42
3843947,32285454000142,"EMU6475",5576972,2021-09-02 23:42:04,2021-09-03 17:42:42,1,-14.879376411438,-40.8546829223633,0,"352997102118040","Nao",NA,"VIACAO SALUTARIS E TURISMO SA","32.285.454/0001-42","Sim","Sim","Nao",2022-08-25,2022-08-07,2011,"Executivo",42,42
3843976,47202007000150,"BJU2600",5576757,2021-09-02 03:35:25,2021-09-03 02:44:24,1,-23.5173988,-46.6260948,2.1,"358222057504159","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2023-07-26,2023-06-08,2018,"Executivo",48,48
3843977,47202007000150,"BJU2600",5578002,2021-09-03 04:00:14,2021-09-04 01:46:34,1,-23.5173454,-46.6275635,2.1,"358222057504159","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2023-07-26,2023-06-08,2018,"Executivo",48,48
3843978,47202007000150,"BJU2600",5580272,2021-09-04 04:04:21,2021-09-05 01:17:24,1,-23.5176315,-46.626049,2.1,"358222057504159","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2023-07-26,2023-06-08,2018,"Executivo",48,48
3843980,47202007000150,"CRK8189",5578923,2021-09-03 18:13:45,2021-09-04 10:12:13,1,-23.5173855,-46.6260796,2.1,"358229071451457","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2023-12-01,2023-06-08,2019,"Convencional",58,58
3843981,47202007000150,"CRK8189",5581040,2021-09-04 18:07:28,2021-09-05 10:21:08,1,-23.5173016,-46.6261253,2.1,"358229071451457","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2023-12-01,2023-06-08,2019,"Convencional",58,58
3843982,47202007000150,"DAH6D59",5577830,2021-09-02 21:06:53,2021-09-03 15:30:52,1,-23.5174675,-46.6258087,2.1,"358222057501239","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2021-10-08,2023-06-08,2010,"Executivo",42,42
3843984,47202007000150,"DEU3800",5580058,2021-09-04 00:30:52,2021-09-08 04:30:32,1,-23.5419273,-46.1912346,2.1,"358222057381426","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2021-09-10,2023-06-08,2019,"Executivo",62,62
3843988,47202007000150,"FLC4828",5577959,2021-09-03 01:11:29,2021-09-04 23:38:35,1,-23.5176525,-46.6261749,2.1,"358222058549807","Nao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3844000,53579983000129,"EJV5814",5579271,2021-09-03 22:19:50,2021-09-04 10:05:23,1,-23.4288501739502,-47.4580001831055,0,"354405106189361","Nao",NA,"P.R.M.- TURISMO LTDA","53.579.983/0001-29","Nao","Sim","Nao",2022-05-03,2023-09-16,2011,"Executivo",42,42
3844001,53579983000129,"FPB6J24",5580073,2021-09-04 00:01:09,2021-09-04 07:26:05,1,-23.4928073883057,-47.4472770690918,0,"354405100723983","Nao",NA,"P.R.M.- TURISMO LTDA","53.579.983/0001-29","Nao","Sim","Nao",2021-09-15,2023-09-16,2019,"Executivo",51,51
3844020,64758998000170,"FCV8B47",5579728,2021-09-04 00:29:23,2021-09-07 05:42:55,1,-23.5435162,-46.5868263,2.1,"358222057362962","Nao",NA,"LOPES TRANSPORTADORA TURISTICA LTDA","64.758.998/0001-70","Nao","Sim","Nao",2024-02-23,2023-07-02,2019,"Executivo",71,71
3844021,64758998000170,"FDS7480",5579996,2021-09-04 01:36:07,2021-09-08 01:36:11,1,-23.3645325,-46.2246742,2.1,"358222057182998","Nao",NA,"LOPES TRANSPORTADORA TURISTICA LTDA","64.758.998/0001-70","Nao","Sim","Nao",2022-08-24,2023-07-02,2015,"Executivo",50,50
3844051,78586674000107,"BAY5238",5578043,2021-09-03 20:45:02,2021-09-04 14:24:56,1,-21.127843,-47.81249,0,"352550117936078","Nao",NA,"VIACAO GARCIA LTDA","78.586.674/0001-07","Sim","Sim","Nao",2021-12-04,2022-02-27,2016,"Executivo",52,52
3844052,78586674000107,"BBR5646",5580010,2021-09-03 20:11:19,2021-09-07 17:30:12,1,-23.433625,-51.891975,0,"353028105417533","Nao",NA,"VIACAO GARCIA LTDA","78.586.674/0001-07","Sim","Sim","Nao",2021-10-08,2022-02-27,2017,"Executivo",56,56
3844053,78586674000107,"BCH1350",5577192,2021-09-02 18:37:35,2021-09-03 09:57:40,1,-23.433562,-51.891923,0,"353028105431534","Nao",NA,"VIACAO GARCIA LTDA","78.586.674/0001-07","Sim","Sim","Nao",2022-08-26,2022-02-27,2018,"Executivo",46,46
3844054,78586674000107,"BCH1353",5577120,2021-09-03 10:50:16,2021-09-03 19:45:55,1,-22.88818,-47.142655,0,"356496085524437","Nao",NA,"VIACAO GARCIA LTDA","78.586.674/0001-07","Sim","Sim","Nao",2022-07-08,2022-02-27,2018,"Executivo",46,46
3844055,78586674000107,"BCI7638",5577176,2021-09-02 18:40:49,2021-09-03 09:42:59,1,0,0,0,"352550118184611","Nao",NA,"VIACAO GARCIA LTDA","78.586.674/0001-07","Sim","Sim","Nao",2021-12-17,2022-02-27,2018,"Executivo",46,46
3908331,5233521000102,"BAD6919",5592541,2021-09-23 19:03:45,2021-10-01 04:09:28,0,-18.998325,-57.632178,0,"353028105429652","Nao",NA,"BRASIL SUL LINHAS RODOVIARIAS LTDA","05.233.521/0001-02","Sim","Sim","Nao",2021-11-04,2021-10-04,2015,"Executivo",20,20
3908332,5233521000102,"BAY1586",5598416,2021-09-24 17:58:08,2021-09-25 12:51:26,1,0,0,0,"356496088331798","Nao",NA,"BRASIL SUL LINHAS RODOVIARIAS LTDA","05.233.521/0001-02","Sim","Sim","Nao",2021-11-23,2021-11-04,2015,"Executivo",44,44
3908333,5233521000102,"BBT6820",5599289,2021-09-24 17:50:36,2021-09-25 12:01:07,1,-23.314604,-51.153473,0,"353456097024779","Nao",NA,"BRASIL SUL LINHAS RODOVIARIAS LTDA","05.233.521/0001-02","Sim","Sim","Nao",2021-11-20,2021-10-04,2017,"Executivo",44,44
3908339,6012643000131,"AXK4D95",5590721,2021-09-19 18:38:22,2021-09-20 00:56:12,0,-27.119251,-48.612771,10,"000000000091659522","Nao",NA,"RIO VERDE ONIBUS - EIRELI - ME","06.012.643/0001-31","Nao","Sim","Nao",2023-04-26,2023-06-18,2013,"Executivo",42,42
3908346,9094952000196,"DRK9130",5592631,2021-09-19 19:53:24,2021-09-20 06:21:42,0,-22.951854,-42.043708,0,"356429071518147","Nao",NA,"FAVI AUTO VIACAO LTDA","09.094.952/0001-96","Nao","Sim","Nao",2021-10-29,2023-07-01,2019,"Executivo",32,32
3908347,9094952000196,"DVT8090",5599093,2021-09-25 02:04:47,2021-09-25 10:42:20,1,-23.03676,-46.688817,0,"356429071217682","Nao",NA,"FAVI AUTO VIACAO LTDA","09.094.952/0001-96","Nao","Sim","Nao",2024-02-14,2023-07-01,2012,"Executivo",47,47
3908351,10632539000117,"HWM0519",5599100,2021-09-25 19:18:48,2021-09-26 09:01:15,1,-7.14710546191782,-34.8432159237564,1.3,"b8cbd8a341ccf7ec","Nao",NA,"CF TRANSPORTES LTDA - ME","10.632.539/0001-17","Nao","Sim","Nao",2021-09-09,2023-10-06,2003,"Executivo",50,50
3908352,10632539000117,"HWV8F44",5593668,2021-09-19 04:30:23,2021-09-19 17:43:33,1,-7.13529257,-34.93832746,1.3,"b426bfe2bc6b5439","Nao",NA,"CF TRANSPORTES LTDA - ME","10.632.539/0001-17","Nao","Sim","Nao",2021-09-14,2023-10-06,2008,"Executivo",46,46
3908354,10895377000100,"ANS3B05",5594826,2021-09-19 23:39:08,2021-09-21 00:33:17,1,-25.4786319732666,-49.2604026794434,0,"359539092276058","Nao",NA,"FW E CRW VIAGENS E TURISMO LTDA","10.895.377/0001-00","Nao","Sim","Nao",2022-02-17,2023-08-18,2005,"Executivo",44,44
3908355,11137897000116,"PEE4609",5595462,2021-09-21 06:08:55,2021-09-21 09:06:34,1,-8.18202686309814,-34.9281921386719,0,"358581624186299","Nao",NA,"V. V. S. VIAGENS, TURISMO E RECEPTIVOS LTDA","11.137.897/0001-16","Nao","Sim","Nao",2022-04-25,2023-10-26,2011,"Executivo",32,32
3908356,11137897000116,"PEE4609",5598027,2021-09-24 06:40:09,2021-09-24 09:17:45,1,-8.12519454956055,-34.8972930908203,0,"358581624186299","Nao",NA,"V. V. S. VIAGENS, TURISMO E RECEPTIVOS LTDA","11.137.897/0001-16","Nao","Sim","Nao",2022-04-25,2023-10-26,2011,"Executivo",32,32
3888335,22090288000175,"QNR8I56",5590132,2021-09-17 03:22:35,2021-09-21 09:05:56,1,-20.1377861542757,-44.8991075558913,1.3,"2f100704096fbcee","Nao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3888342,24304938000163,"PJH1232",5591178,2021-09-17 05:02:34,2021-09-20 08:18:15,1,-7.94822835922241,-35.385986328125,0,"868732055343247","Nao",NA,"SEBASTIAO AMANCIO DE ALBUQUERQUE NETO EIRELI","24.304.938/0001-63","Nao","Sim","Nao",2022-06-16,2023-07-19,2015,"Executivo",20,20
3888343,24576515000100,"PBU0815",5590560,2021-09-16 07:26:24,2021-09-21 07:19:06,1,-15.8283884,-47.93009775,1.3,"7c2f8025902f9ec4","Nao",NA,"NORMARIO CARVALHO DA SILVA EIRELI","24.576.515/0001-00","Nao","Sim","Nao",2022-05-31,2022-06-02,2019,"Executivo",19,19
3888364,30369504000144,"AZJ4H57",5587881,2021-09-12 08:06:56,2021-09-18 07:53:11,1,-26.1835441589355,-48.9092445373535,0,"865805046468548","Nao",NA,"NATUTUR OPERADORA DE TURISMO - EIRELI","30.369.504/0001-44","Nao","Sim","Nao",2022-01-19,2023-07-27,2014,"Executivo",18,18
3888365,30369504000144,"AZJ4H57",5592226,2021-09-18 07:55:41,2021-09-18 09:47:46,1,-26.1834812164307,-48.9094505310059,0,"865805046468548","Nao",NA,"NATUTUR OPERADORA DE TURISMO - EIRELI","30.369.504/0001-44","Nao","Sim","Nao",2022-01-19,2023-07-27,2014,"Executivo",18,18
3888366,31918535000170,"LLV1345",5590033,2021-09-17 09:33:04,2021-09-20 19:55:34,1,0,0,0,"356233063246810","Nao",NA,"TRANSTURISMO TRANSPORTADORA ORIENTAL LTDA","31.918.535/0001-70","Nao","Sim","Nao",2021-12-15,2023-11-22,2012,"Executivo",46,46
3888370,32404063000108,"LLH1285",5590309,2021-09-18 01:56:58,2021-09-18 09:31:56,1,-22.11627,-43.20065,0,"356348098871513","Nao",NA,"VIACAO PROGRESSO E TURISMO S/A","32.404.063/0001-08","Sim","Sim","Nao",2022-03-02,2021-10-04,2010,"Executivo",46,46
3888371,32404063000108,"LTE2349",5585545,2021-09-12 03:35:21,2021-09-12 06:13:51,1,-22.572283,-44.170067,0,"356348098997375","Nao",NA,"VIACAO PROGRESSO E TURISMO S/A","32.404.063/0001-08","Sim","Sim","Nao",2021-10-29,2021-10-04,2017,"Executivo",46,46
3888375,33458732000189,"QYS2B56",5587860,2021-09-12 04:17:30,2021-09-12 11:22:47,1,-8.05746768586515,-34.8986143640921,1.3,"7553f4d4bcc5f3e2","Nao",NA,"COOPERATIVA DOS PROPRIETARIOS DE ONIBUS ROD NO TRANSPORTE TURISTICO FRETAMENTO E ESCOLAR NO ESTADO DE PERNAMBUCO DO CABO DE SANTO AGOSTINHO","33.458.732/0001-89","Nao","Sim","Nao",2023-05-10,2024-03-12,2020,"Executivo",16,16
3888376,33458732000189,"QYS2B56",5590559,2021-09-16 08:08:55,2021-09-16 15:42:57,1,-8.1309556379643,-34.9178160976172,1.3,"7553f4d4bcc5f3e2","Nao",NA,"COOPERATIVA DOS PROPRIETARIOS DE ONIBUS ROD NO TRANSPORTE TURISTICO FRETAMENTO E ESCOLAR NO ESTADO DE PERNAMBUCO DO CABO DE SANTO AGOSTINHO","33.458.732/0001-89","Nao","Sim","Nao",2023-05-10,2024-03-12,2020,"Executivo",16,16
3888389,36807564000188,"LSL8I36",5587689,2021-09-12 11:48:31,2021-09-12 14:28:16,1,-29.1951141357422,-49.9323425292969,0,"351836099664874","Nao",NA,"TRANSLOG TRANSPORTE E TURISMO EIRELI","36.807.564/0001-88","Nao","Sim","Nao",2021-09-01,2023-09-08,2015,"Executivo",16,16
3888439,76539600000194,"ABL5J10",5593726,2021-09-18 21:35:58,2021-09-19 20:56:03,1,-23.5125617980957,-46.6891822814941,0,"358692100816257","Nao",NA,"EMPRESA DE ONIBUS NOSSA SENHORA DA PENHA S/A","76.539.600/0001-94","Sim","Sim","Nao",2022-09-17,2021-10-30,2019,"Executivo",46,46
3888440,76539600000194,"ABM5J16",5587682,2021-09-12 06:02:58,2021-09-14 22:31:04,1,-22.8794718,-43.2775133,1.6,"358795105804689","Nao",NA,"EMPRESA DE ONIBUS NOSSA SENHORA DA PENHA S/A","76.539.600/0001-94","Sim","Sim","Nao",2022-09-20,2021-10-30,2019,"Executivo",46,46
3888444,77578987000150,"AWC6F25",5585525,2021-09-12 17:00:42,2021-09-12 22:14:48,0,-26.799078,-48.621847,0,"afad3878890dd771","Nao",NA,"MARLAC TURISMO LTDA","77.578.987/0001-50","Nao","Sim","Nao",2021-11-04,2021-11-23,2012,"Executivo",48,48
3888464,88628417000144,"JCU1990",5587205,2021-09-13 07:29:15,2021-09-18 00:36:36,1,-29.1837835,-51.1856418,8.48,"358011071937523","Nao",NA,"EXPRESSO SAO MARCOS LTDA","88.628.417/0001-44","Sim","Sim","Nao",2022-06-08,2021-10-27,2015,"Executivo",44,44
3888465,88628417000144,"JCX1790",5589860,2021-09-15 16:01:43,2021-09-18 15:06:07,1,-29.1519947,-51.1550579,21.6,"358011071938810","Nao",NA,"EXPRESSO SAO MARCOS LTDA","88.628.417/0001-44","Sim","Sim","Nao",2021-10-02,2021-10-27,2011,"Executivo",40,40
3888466,88628417000144,"JCX2A90",5590157,2021-09-16 21:39:43,2021-09-20 22:19:24,1,-28.9718585,-51.0791783,10.333,"358011071939313","Nao",NA,"EXPRESSO SAO MARCOS LTDA","88.628.417/0001-44","Sim","Sim","Nao",2022-08-25,2021-10-27,2018,"Executivo",46,46
3888474,95383246000104,"NTW4458",5588513,2021-09-13 14:41:08,2021-09-14 14:51:41,1,-25.3738288879395,-51.4442253112793,0,"359293051511077","Nao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3908358,11924249000100,"LMW1H44",5596473,2021-09-24 07:28:37,2021-09-24 13:51:39,1,-22.8717060089111,-43.2583465576172,0,"352898491147154","Nao",NA,"JCV - FRETAMENTO, TRANSPORTES E TURISMO LTDA","11.924.249/0001-00","Nao","Sim","Nao",2022-02-24,2024-02-19,2019,"Executivo",16,16
3908359,11924249000100,"LMY0D33",5590861,2021-09-19 13:57:44,2021-09-19 21:42:54,1,-22.8724575042725,-43.258544921875,0,"352898491147154","Nao",NA,"JCV - FRETAMENTO, TRANSPORTES E TURISMO LTDA","11.924.249/0001-00","Nao","Sim","Nao",2022-02-19,2024-02-19,2019,"Executivo",20,20
3908366,13812711000102,"GJM0152",5597993,2021-09-24 23:51:19,2021-09-27 15:54:22,1,-23.4095878601074,-46.8458366394043,0,"352000430583066","Nao",NA,"JM LOCACAO DE VEICULOS E SERVICOS DE TRANSPORTES LTDA","13.812.711/0001-02","Nao","Sim","Nao",2021-12-01,2023-08-26,2019,"Executivo",19,19
3908370,15221905000169,"LPZ6F61",5594316,2021-09-19 05:54:34,2021-09-19 21:01:29,1,-9.60995292663574,-35.6861114501953,0,"359476094574521","Nao",NA,"JULIANA DOS REIS BEVILAQUA EIRELI","15.221.905/0001-69","Nao","Sim","Nao",2022-02-18,2023-09-22,2011,"Executivo",50,50
3908371,15221905000169,"LPZ6F61",5594895,2021-09-20 05:47:53,2021-09-20 20:01:01,1,-9.6650857925415,-35.710018157959,0,"359476094574521","Nao",NA,"JULIANA DOS REIS BEVILAQUA EIRELI","15.221.905/0001-69","Nao","Sim","Nao",2022-02-18,2023-09-22,2011,"Executivo",50,50
3908372,15221905000169,"LPZ6F61",5596170,2021-09-22 06:35:20,2021-09-22 20:22:36,1,-9.66801452636719,-35.7137756347656,0,"359476094574521","Nao",NA,"JULIANA DOS REIS BEVILAQUA EIRELI","15.221.905/0001-69","Nao","Sim","Nao",2022-02-18,2023-09-22,2011,"Executivo",50,50
3908373,15221905000169,"LPZ6F61",5597004,2021-09-23 06:14:36,2021-09-23 21:21:11,1,-9.6680212020874,-35.7137641906738,0,"359476094574521","Nao",NA,"JULIANA DOS REIS BEVILAQUA EIRELI","15.221.905/0001-69","Nao","Sim","Nao",2022-02-18,2023-09-22,2011,"Executivo",50,50
